K,seed,germ_band_push,noise_scale,dt,t_final,folder_name
0.00011,178,0.15,1e-05,1e-05,1000.0,K_0.00011_seed_178_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,179,0.1,1e-05,1e-05,1000.0,K_0.00011_seed_179_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,180,0.2,1e-05,1e-05,1000.0,K_9e-05_seed_180_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,181,0.0,1e-05,1e-05,1000.0,K_0.00011_seed_181_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,182,0.3,1e-05,1e-05,1000.0,K_9e-05_seed_182_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,183,0.15,1e-05,1e-05,1000.0,K_9e-05_seed_183_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,184,0.0,1e-05,1e-05,1000.0,K_8e-05_seed_184_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,185,0.05,1e-05,1e-05,1000.0,K_9e-05_seed_185_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,186,0.05,1e-05,1e-05,1000.0,K_8e-05_seed_186_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,187,0.1,1e-05,1e-05,1000.0,K_8e-05_seed_187_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,188,0.15,1e-05,1e-05,1000.0,K_8e-05_seed_188_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,189,0.2,1e-05,1e-05,1000.0,K_8e-05_seed_189_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,190,0.25,1e-05,1e-05,1000.0,K_8e-05_seed_190_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,191,0.3,1e-05,1e-05,1000.0,K_8e-05_seed_191_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,192,0.35,1e-05,1e-05,1000.0,K_8e-05_seed_192_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,193,0.4,1e-05,1e-05,1000.0,K_0.00012_seed_193_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,194,0.35,1e-05,1e-05,1000.0,K_0.00012_seed_194_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,195,0.3,1e-05,1e-05,1000.0,K_0.00012_seed_195_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,196,0.25,1e-05,1e-05,1000.0,K_0.00012_seed_196_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,197,0.2,1e-05,1e-05,1000.0,K_0.00012_seed_197_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,198,0.15,1e-05,1e-05,1000.0,K_0.00012_seed_198_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,199,0.1,1e-05,1e-05,1000.0,K_0.00012_seed_199_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,200,0.05,1e-05,1e-05,1000.0,K_0.00012_seed_200_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,201,0.0,1e-05,1e-05,1000.0,K_0.00012_seed_201_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,202,0.0,1e-05,1e-05,1000.0,K_0.0001_seed_202_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,203,0.05,1e-05,1e-05,1000.0,K_0.0001_seed_203_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,204,0.1,1e-05,1e-05,1000.0,K_0.0001_seed_204_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,205,0.15,1e-05,1e-05,1000.0,K_0.0001_seed_205_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,206,0.2,1e-05,1e-05,1000.0,K_0.0001_seed_206_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,207,0.25,1e-05,1e-05,1000.0,K_0.0001_seed_207_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,208,0.3,1e-05,1e-05,1000.0,K_0.0001_seed_208_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,209,0.35,1e-05,1e-05,1000.0,K_0.0001_seed_209_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,210,0.4,1e-05,1e-05,1000.0,K_0.0001_seed_210_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,211,0.35,1e-05,1e-05,1000.0,K_0.00013_seed_211_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,212,0.0,1e-05,1e-05,1000.0,K_9e-05_seed_212_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,213,0.1,1e-05,1e-05,1000.0,K_9e-05_seed_213_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,214,0.4,1e-05,1e-05,1000.0,K_0.00013_seed_214_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,215,0.4,1e-05,1e-05,1000.0,K_8e-05_seed_215_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,216,0.05,1e-05,1e-05,1000.0,K_0.00014_seed_216_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,217,0.15,1e-05,1e-05,1000.0,K_7e-05_seed_217_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,218,0.2,1e-05,1e-05,1000.0,K_7e-05_seed_218_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,219,0.25,1e-05,1e-05,1000.0,K_7e-05_seed_219_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,220,0.3,1e-05,1e-05,1000.0,K_7e-05_seed_220_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,221,0.35,1e-05,1e-05,1000.0,K_7e-05_seed_221_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,222,0.4,1e-05,1e-05,1000.0,K_7e-05_seed_222_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,223,0.0,1e-05,1e-05,1000.0,K_6e-05_seed_223_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,224,0.1,1e-05,1e-05,1000.0,K_0.00014_seed_224_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,225,0.1,1e-05,1e-05,1000.0,K_6e-05_seed_225_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,226,0.15,1e-05,1e-05,1000.0,K_6e-05_seed_226_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,227,0.2,1e-05,1e-05,1000.0,K_6e-05_seed_227_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,228,0.25,1e-05,1e-05,1000.0,K_6e-05_seed_228_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,229,0.3,1e-05,1e-05,1000.0,K_6e-05_seed_229_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,230,0.35,1e-05,1e-05,1000.0,K_6e-05_seed_230_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,231,0.4,1e-05,1e-05,1000.0,K_6e-05_seed_231_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,232,0.1,1e-05,1e-05,1000.0,K_7e-05_seed_232_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,233,0.05,1e-05,1e-05,1000.0,K_7e-05_seed_233_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,234,0.05,1e-05,1e-05,1000.0,K_6e-05_seed_234_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,235,0.0,1e-05,1e-05,1000.0,K_0.00014_seed_235_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,236,0.0,1e-05,1e-05,1000.0,K_7e-05_seed_236_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,237,0.15,1e-05,1e-05,1000.0,K_0.00014_seed_237_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,238,0.2,1e-05,1e-05,1000.0,K_0.00014_seed_238_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,239,0.25,1e-05,1e-05,1000.0,K_0.00014_seed_239_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,240,0.3,1e-05,1e-05,1000.0,K_0.00014_seed_240_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,241,0.35,1e-05,1e-05,1000.0,K_0.00014_seed_241_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,242,0.4,1e-05,1e-05,1000.0,K_0.00014_seed_242_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,243,0.35,1e-05,1e-05,1000.0,K_0.00013_seed_243_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,244,0.4,1e-05,1e-05,1000.0,K_0.00013_seed_244_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,245,0.0,1e-05,1e-05,1000.0,K_8e-05_seed_245_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,246,0.05,1e-05,1e-05,1000.0,K_8e-05_seed_246_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,247,0.1,1e-05,1e-05,1000.0,K_8e-05_seed_247_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,248,0.15,1e-05,1e-05,1000.0,K_8e-05_seed_248_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,249,0.2,1e-05,1e-05,1000.0,K_8e-05_seed_249_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,250,0.25,1e-05,1e-05,1000.0,K_8e-05_seed_250_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,251,0.3,1e-05,1e-05,1000.0,K_8e-05_seed_251_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,252,0.35,1e-05,1e-05,1000.0,K_8e-05_seed_252_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,253,0.4,1e-05,1e-05,1000.0,K_8e-05_seed_253_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,254,0.4,1e-05,1e-05,1000.0,K_0.00011_seed_254_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,255,0.35,1e-05,1e-05,1000.0,K_0.00011_seed_255_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,256,0.3,1e-05,1e-05,1000.0,K_0.00011_seed_256_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,257,0.25,1e-05,1e-05,1000.0,K_0.00011_seed_257_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,258,0.2,1e-05,1e-05,1000.0,K_0.00011_seed_258_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,259,0.15,1e-05,1e-05,1000.0,K_0.00011_seed_259_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,260,0.1,1e-05,1e-05,1000.0,K_0.00011_seed_260_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,261,0.3,1e-05,1e-05,1000.0,K_0.00013_seed_261_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,262,0.25,1e-05,1e-05,1000.0,K_0.00013_seed_262_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,263,0.05,1e-05,1e-05,1000.0,K_0.00013_seed_263_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,264,0.15,1e-05,1e-05,1000.0,K_0.00013_seed_264_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,265,0.4,1e-05,1e-05,1000.0,K_0.00014_seed_265_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,266,0.35,1e-05,1e-05,1000.0,K_0.00014_seed_266_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,267,0.3,1e-05,1e-05,1000.0,K_0.00014_seed_267_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,268,0.25,1e-05,1e-05,1000.0,K_0.00014_seed_268_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,269,0.2,1e-05,1e-05,1000.0,K_0.00014_seed_269_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,270,0.15,1e-05,1e-05,1000.0,K_0.00014_seed_270_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,271,0.0,1e-05,1e-05,1000.0,K_7e-05_seed_271_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,272,0.05,1e-05,1e-05,1000.0,K_7e-05_seed_272_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,273,0.1,1e-05,1e-05,1000.0,K_7e-05_seed_273_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,274,0.15,1e-05,1e-05,1000.0,K_7e-05_seed_274_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,275,0.2,1e-05,1e-05,1000.0,K_7e-05_seed_275_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,276,0.25,1e-05,1e-05,1000.0,K_7e-05_seed_276_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,277,0.3,1e-05,1e-05,1000.0,K_7e-05_seed_277_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,278,0.1,1e-05,1e-05,1000.0,K_0.00014_seed_278_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,279,0.05,1e-05,1e-05,1000.0,K_0.00014_seed_279_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,280,0.0,1e-05,1e-05,1000.0,K_0.00014_seed_280_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,281,0.35,1e-05,1e-05,1000.0,K_7e-05_seed_281_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,282,0.0,1e-05,1e-05,1000.0,K_0.00013_seed_282_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,283,0.1,1e-05,1e-05,1000.0,K_0.00013_seed_283_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,284,0.2,1e-05,1e-05,1000.0,K_0.00013_seed_284_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,285,0.0,1e-05,1e-05,1000.0,K_0.00011_seed_285_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,286,0.05,1e-05,1e-05,1000.0,K_0.00011_seed_286_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,287,0.3,1e-05,1e-05,1000.0,K_0.0001_seed_287_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,288,0.1,1e-05,1e-05,1000.0,K_6e-05_seed_288_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,289,0.05,1e-05,1e-05,1000.0,K_6e-05_seed_289_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,290,0.0,1e-05,1e-05,1000.0,K_6e-05_seed_290_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,291,0.0,1e-05,1e-05,1000.0,K_0.0001_seed_291_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,292,0.05,1e-05,1e-05,1000.0,K_0.0001_seed_292_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,293,0.1,1e-05,1e-05,1000.0,K_0.0001_seed_293_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,294,0.15,1e-05,1e-05,1000.0,K_0.0001_seed_294_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,295,0.2,1e-05,1e-05,1000.0,K_0.0001_seed_295_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,296,0.25,1e-05,1e-05,1000.0,K_0.0001_seed_296_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,297,0.15,1e-05,1e-05,1000.0,K_6e-05_seed_297_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,298,0.15,1e-05,1e-05,1000.0,K_0.00012_seed_298_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,299,0.4,1e-05,1e-05,1000.0,K_0.0001_seed_299_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,300,0.15,1e-05,1e-05,1000.0,K_9e-05_seed_300_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,301,0.1,1e-05,1e-05,1000.0,K_9e-05_seed_301_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,302,0.05,1e-05,1e-05,1000.0,K_9e-05_seed_302_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,303,0.0,1e-05,1e-05,1000.0,K_9e-05_seed_303_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,304,0.4,1e-05,1e-05,1000.0,K_7e-05_seed_304_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,305,0.0,1e-05,1e-05,1000.0,K_0.00012_seed_305_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,306,0.05,1e-05,1e-05,1000.0,K_0.00012_seed_306_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,307,0.1,1e-05,1e-05,1000.0,K_0.00012_seed_307_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,308,0.35,1e-05,1e-05,1000.0,K_0.0001_seed_308_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,309,0.25,1e-05,1e-05,1000.0,K_6e-05_seed_309_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,310,0.2,1e-05,1e-05,1000.0,K_6e-05_seed_310_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,311,0.4,1e-05,1e-05,1000.0,K_0.00012_seed_311_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,312,0.3,1e-05,1e-05,1000.0,K_6e-05_seed_312_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,313,0.35,1e-05,1e-05,1000.0,K_0.00012_seed_313_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,314,0.3,1e-05,1e-05,1000.0,K_0.00012_seed_314_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,315,0.25,1e-05,1e-05,1000.0,K_0.00012_seed_315_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,316,0.35,1e-05,1e-05,1000.0,K_9e-05_seed_316_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,317,0.4,1e-05,1e-05,1000.0,K_9e-05_seed_317_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,318,0.25,1e-05,1e-05,1000.0,K_9e-05_seed_318_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,319,0.2,1e-05,1e-05,1000.0,K_0.00012_seed_319_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,320,0.2,1e-05,1e-05,1000.0,K_9e-05_seed_320_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,321,0.4,1e-05,1e-05,1000.0,K_6e-05_seed_321_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,322,0.35,1e-05,1e-05,1000.0,K_6e-05_seed_322_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,323,0.3,1e-05,1e-05,1000.0,K_9e-05_seed_323_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,324,0.35,1e-05,1e-05,1000.0,K_0.00012_seed_324_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,325,0.05,1e-05,1e-05,1000.0,K_0.00014_seed_325_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,326,0.0,1e-05,1e-05,1000.0,K_0.00014_seed_326_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,327,0.4,1e-05,1e-05,1000.0,K_0.00012_seed_327_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,328,0.3,1e-05,1e-05,1000.0,K_0.00012_seed_328_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,329,0.1,1e-05,1e-05,1000.0,K_0.00014_seed_329_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,330,0.2,1e-05,1e-05,1000.0,K_0.00012_seed_330_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,331,0.15,1e-05,1e-05,1000.0,K_0.00012_seed_331_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,332,0.1,1e-05,1e-05,1000.0,K_0.00012_seed_332_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,333,0.05,1e-05,1e-05,1000.0,K_0.00012_seed_333_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,334,0.0,1e-05,1e-05,1000.0,K_0.00012_seed_334_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,335,0.25,1e-05,1e-05,1000.0,K_0.00012_seed_335_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,336,0.15,1e-05,1e-05,1000.0,K_0.00014_seed_336_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,337,0.1,1e-05,1e-05,1000.0,K_8e-05_seed_337_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,338,0.25,1e-05,1e-05,1000.0,K_0.00014_seed_338_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,339,0.15,1e-05,1e-05,1000.0,K_8e-05_seed_339_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,340,0.2,1e-05,1e-05,1000.0,K_8e-05_seed_340_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,341,0.25,1e-05,1e-05,1000.0,K_8e-05_seed_341_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,342,0.3,1e-05,1e-05,1000.0,K_8e-05_seed_342_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,343,0.35,1e-05,1e-05,1000.0,K_8e-05_seed_343_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,344,0.4,1e-05,1e-05,1000.0,K_8e-05_seed_344_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,345,0.25,1e-05,1e-05,1000.0,K_9e-05_seed_345_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,346,0.0,1e-05,1e-05,1000.0,K_8e-05_seed_346_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,347,0.2,1e-05,1e-05,1000.0,K_0.00014_seed_347_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,348,0.2,1e-05,1e-05,1000.0,K_9e-05_seed_348_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,349,0.1,1e-05,1e-05,1000.0,K_9e-05_seed_349_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,350,0.05,1e-05,1e-05,1000.0,K_9e-05_seed_350_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,351,0.0,1e-05,1e-05,1000.0,K_9e-05_seed_351_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,352,0.3,1e-05,1e-05,1000.0,K_9e-05_seed_352_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,353,0.05,1e-05,1e-05,1000.0,K_8e-05_seed_353_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,354,0.4,1e-05,1e-05,1000.0,K_0.00014_seed_354_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,355,0.35,1e-05,1e-05,1000.0,K_0.00014_seed_355_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,356,0.3,1e-05,1e-05,1000.0,K_0.00014_seed_356_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
