K,germ_band_push,int_curvature_CF,t_MD,seed,seed_std,seed_max,noise_scale,noise_scale_std,noise_scale_max,dt,dt_std,dt_max,t_final,t_final_std,t_final_max,add_CF_bool,add_CF_bool_std,add_CF_bool_max,t_CF,t_CF_std,t_CF_max,t_at_final,t_at_final_std,t_at_final_max,nb_folds_at_final,nb_folds_at_final_std,nb_folds_at_final_max,avg_depth_at_final,avg_depth_at_final_std,avg_depth_at_final_max,max_depth_at_final,max_depth_at_final_std,max_depth_at_final_max,CF_area_of_influence_ref_at_final,CF_area_of_influence_ref_at_final_std,CF_area_of_influence_ref_at_final_max,CF_area_of_influence_current_at_final,CF_area_of_influence_current_at_final_std,CF_area_of_influence_current_at_final_max,t_at_maxBendEnergy_afterMD,t_at_maxBendEnergy_afterMD_std,t_at_maxBendEnergy_afterMD_max,nb_folds_at_maxBendEnergy_afterMD,nb_folds_at_maxBendEnergy_afterMD_std,nb_folds_at_maxBendEnergy_afterMD_max,avg_depth_at_maxBendEnergy_afterMD,avg_depth_at_maxBendEnergy_afterMD_std,avg_depth_at_maxBendEnergy_afterMD_max,max_depth_at_maxBendEnergy_afterMD,max_depth_at_maxBendEnergy_afterMD_std,max_depth_at_maxBendEnergy_afterMD_max,CF_area_of_influence_ref_at_maxBendEnergy_afterMD,CF_area_of_influence_ref_at_maxBendEnergy_afterMD_std,CF_area_of_influence_ref_at_maxBendEnergy_afterMD_max,CF_area_of_influence_current_at_maxBendEnergy_afterMD,CF_area_of_influence_current_at_maxBendEnergy_afterMD_std,CF_area_of_influence_current_at_maxBendEnergy_afterMD_max
0.0001,0.35,2.0,0.0,320.5,189.9075952584364,636,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.1,0.4472135954999579,2,0.09973308775807091,0.03554793109784224,0.1776202232109979,0.33692189551359053,0.09633302561442837,0.39877411741903634,0.604094205636202,0.6555548903162641,1.5418785439095444,0.6051910915266149,0.6568855389184178,1.5454475421535796,365.89999954915567,342.9638458561638,999.999998191639,1.0,0.3244428422615251,2,0.016869771897337644,0.010979168008607714,0.057779837668873534,0.17621484778087154,0.05507923893749669,0.29005507138203396,0.07134064904656101,0.14648309761702666,0.3682098015306375,0.07055682573618031,0.14490480046005497,0.36795310726202285
0.0001,0.35,2.0,5.0,318.75,190.9584895647274,637,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,2.0,0.0,2,0.09143364215700502,0.0020581933716547554,0.09418961051592524,0.3493917343556306,0.008231652472220267,0.36135773720496195,0.0,0.0,0.0,0.0,0.0,0.0,6.8999999999079495,2.9361629094664012,17.99999999948773,1.1,0.3077935056255462,2,0.024964872370289173,0.007676721512814726,0.05279857202840158,0.21494936243538212,0.019995225819883687,0.2848376830304975,0.4763714307302623,0.0517828677210909,0.6673802652742805,0.4694762894275445,0.05519766994404896,0.67054695483607
0.0001,0.35,5.0,0.0,317.35,194.5540852957428,613,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.9,0.30779350562554625,2,0.09562311850228902,0.0025617362811602064,0.1006912570214915,0.351718325686209,0.0036238718279142513,0.3573127454025537,0.14728392061225498,0.45339182516878423,1.495852318718215,0.14745390603496425,0.45393859117046154,1.5016209143149173,17.399999999510445,4.728413553735469,23.999999999260588,1.05,0.22360679774997894,2,0.01682030122911337,0.005874766395461626,0.03551047123573152,0.1864171148583567,0.027406889560106163,0.24369942848949894,0.3624565233817213,0.07424322146185003,0.5293015897002914,0.36068621530805367,0.07737053598897138,0.533599479901827
0.0001,0.35,5.0,5.0,317.95,192.35342334797215,612,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.95,0.22360679774997894,2,0.09248674554868533,0.001260221059100909,0.09612172423919828,0.3499844384069294,0.004357168681056698,0.35753013434304265,0.07134064904656098,0.31904508165413187,1.4268129809312198,0.07142295243444921,0.3194131535943251,1.4284590486889843,6.299999999930663,1.3416407864490825,11.999999999714875,1.05,0.22360679774997894,2,0.028713271287964227,0.0044297444073914715,0.04750850646208637,0.23469056602964353,0.009223787307122484,0.2735125358117551,0.5200963446620254,0.026292047139822743,0.6213540400829508,0.5085609132698907,0.02864030880319501,0.6224765124170923
0.0001,0.4,0.5,0.0,321.45,188.32096761143,622,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.05,0.7591546545162482,2,0.057393707199110834,0.043729443008392266,0.1311958684607222,0.21063210602961274,0.14092550404998522,0.3941377873577653,0.0,0.0,0.0,0.0,0.0,0.0,489.69999927048354,396.4167257416855,999.999998191639,0.75,0.4442616583193193,1,0.012201845924163188,0.007873075290516882,0.02141168066978579,0.13777898180598033,0.08411507475038393,0.2113528877961502,0.0,0.0,0.0,0.0,0.0,0.0
0.0001,0.4,0.5,5.0,322.75,187.38529824935574,623,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,2.0,0.0,2,0.0920510717870323,0.005276994179925548,0.11329145452747122,0.3367173210847091,0.007335597984671596,0.3464321368839006,0.0,0.0,0.0,0.0,0.0,0.0,7.199999999896592,4.175114243472698,23.999999999260588,1.1,0.3077935056255462,2,0.016217013022921823,0.00980016549632,0.050857874623329795,0.17494410190979276,0.03133025684563331,0.27669699891898797,0.3532512783434553,0.1043366486720369,0.7134064904656102,0.3486231041629788,0.10869964558130489,0.720528666942154
0.0001,0.4,1.0,0.0,318.75,190.22891334832414,630,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,0.8,0.6958523739384594,2,0.05251946109281206,0.04588072346183417,0.1297054612715386,0.19092987847650017,0.1581235454605364,0.39545276331364254,0.07249130467634422,0.32419097006790815,1.4498260935268845,0.07262642479376083,0.32479524560325074,1.4525284958752165,622.699999050154,359.31998564784607,999.999998191639,0.65,0.4893604849295929,1,0.01096843235502541,0.00859149779142955,0.021975192059439853,0.12266467905033832,0.09303146598985196,0.21327284389197101,0.0,0.0,0.0,0.0,0.0,0.0
0.0001,0.4,1.0,5.0,318.65,188.68499926429877,614,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,2.0,0.0,2,0.09079129023109322,0.002317676355031004,0.09509493631921372,0.3358480429140618,0.0047961460211449645,0.342831593059868,0.0,0.0,0.0,0.0,0.0,0.0,7.499999999885235,4.718385093763669,23.999999999260588,1.1,0.30779350562554625,2,0.02438406631441992,0.010308985392118613,0.05726355092610242,0.2095460906653893,0.026886583691481933,0.29559925198442805,0.4821247088791785,0.08429970794240589,0.7594327156569398,0.4782945793155524,0.08859670309704452,0.7688337260132252
0.0001,0.4,2.0,0.0,317.75,189.19577023201182,615,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,0.95,1.050062654772261,3,0.05205915164965935,0.058124937424471106,0.17468347699077913,0.1605597332712882,0.1606641146671043,0.3906984266429934,0.34404603330518935,0.5457387715607609,1.5879047691008739,0.34347507007787514,0.5462718767601131,1.5903247813136023,625.0999989943566,426.1343861225476,999.999998191639,0.8,0.8335087534664908,2,0.01647612993427854,0.020497255235487313,0.056182055246456426,0.1110857364502108,0.10568719976785784,0.2812332941125131,0.0598340927487286,0.12300378665710766,0.32218357633930783,0.0576665182634141,0.1185699404837551,0.3094784924290743
0.0001,0.4,2.0,5.0,316.0,191.30356147123592,626,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,2.0,0.0,2,0.09108920240488338,0.002051332888839542,0.09623096588946096,0.33675958954560625,0.003436724675479029,0.3431215905560313,0.0,0.0,0.0,0.0,0.0,0.0,5.999999999942021,0.0,5.9999999999420215,1.0,0.0,1,0.02491750549974318,0.00025600215293082856,0.025486437064647052,0.2164327744204601,0.0008958996276331822,0.21808817456541327,0.5062884771046263,0.0,0.5062884771046265,0.5001235306186891,0.0014256123011099915,0.5022698481390141
0.0001,0.4,5.0,0.0,320.2,193.6822139485193,631,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.65,0.48936048492959294,2,0.1070726980147616,0.01993187413228619,0.18006063415089002,0.3450163669238946,0.01322573344887656,0.3955041704006099,0.6144501063042512,0.7935915707075394,2.1172063588011665,0.6150988759299383,0.7945200589243961,2.1179464372983925,30.300000000230007,11.594463290461903,60.000000007845294,1.2,0.41039134083406165,2,0.021535408241326274,0.01440803810729992,0.059633324143906034,0.1924047397354934,0.05017957625101483,0.3020599108146875,0.3716617684199872,0.13257398990512284,0.7824458282526047,0.36803156719311575,0.13963047944133733,0.7908706468175347
