K,int_curvature_CF,seed,germ_band_push,noise_scale,dt,t_final,add_MD_bool,add_CF_bool,CF_position,t_CF,path,t_at_final,nb_folds_at_final,avg_depth_at_final,max_depth_at_final,CF_area_of_influence_ref_at_final,CF_area_of_influence_current_at_final,t_at_maxBendEnergy,nb_folds_at_maxBendEnergy,avg_depth_at_maxBendEnergy,max_depth_at_maxBendEnergy,CF_area_of_influence_ref_at_maxBendEnergy,CF_area_of_influence_current_at_maxBendEnergy
0.0001,2.0,108,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_108_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.1746898300424774,0.3956324894848626,1.9791276832271762,2.03906470419038,389.9999997317409,1,0.1733355715624584,0.39678201743310565,1.9791276832271762,2.0389890501435035
0.0001,2.0,109,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_109_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.11803854402889467,0.38902074374426077,0.0,0.0,11.999999999714875,1,0.021390349998861927,0.19041254255969414,0.3682098015306375,0.3678496516942297
0.0001,0.5,110,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_110_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.07668368178344462,0.25750315690921993,1.1276425171875772,1.134740250732718,399.9999997064933,1,0.07668368178344462,0.25750315690921993,1.1276425171875772,1.134740250732718
0.0001,0.5,111,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_111_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.10903464455666084,0.36848179182474966,1.1736687423789067,1.1771711793314688,23.999999999260588,1,0.025781173643008592,0.20803355966693982,0.4142360267219672,0.4077783372653322
0.0001,0.5,112,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_112_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.09642182252386933,0.3363096176079204,1.311747417952896,1.3200188556257122,5.9999999999420215,1,0.01121649599392978,0.1391413188496321,0.25314423855231327,0.24369870042217615
0.0001,7.5,113,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_113_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.14963890224147686,0.34756439350889573,0.0,0.0,150.00000003641253,2,0.151163570422109,0.3936636180493574,0.0,0.0
0.0001,7.5,114,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_114_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.11897038967802555,0.38863601952698956,0.0,0.0,5.9999999999420215,1,0.021266759903179763,0.1951381110221511,0.3682098015306375,0.38337169963367657
0.0001,2.0,115,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_115_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.09376552280694156,0.33934039087201007,0.0,0.0,5.9999999999420215,1,0.02058638027007653,0.19555740497380272,0.3682098015306375,0.36937285998394437
0.0001,7.5,116,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_116_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.10235727961381304,0.36012548354628526,0.0,0.0,5.9999999999420215,1,0.028836434887510056,0.2418557818811938,0.43724913931763204,0.4566496904584659
0.0001,5.0,117,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_117_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.15130437630036078,0.35882048689659396,0.0,0.0,228.0000000611708,2,0.15478089707000417,0.39308199520919546,0.0,0.0
0.0001,5.0,118,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_118_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.12311430242322148,0.3918031119951819,0.0,0.0,5.9999999999420215,1,0.017503130914727535,0.16939209379534031,0.32218357633930783,0.32536910893687826
0.0001,5.0,119,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_119_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.09937134485686736,0.3507261403303873,0.0,0.0,5.9999999999420215,1,0.025460040390244864,0.22151062472421476,0.4142360267219672,0.4231321981716222
0.0001,0.5,120,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_120_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.09160839265880544,0.32829022505958827,1.2887343053572313,1.2974395870096627,5.9999999999420215,1,0.011421878578675748,0.14011683497265484,0.25314423855231327,0.24272511048431727
0.0001,5.0,121,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_121_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.10188343318908295,0.34989798859114357,0.0,0.0,5.9999999999420215,1,0.02526231850589974,0.22096268462178525,0.4142360267219672,0.42293172593187967
0.0001,0.5,122,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_122_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.109925930957402,0.3780035265971482,1.1736687423789067,1.1732014749129682,23.999999999260588,1,0.02621345149081467,0.2100382904138805,0.43724913931763204,0.4297282011306884
0.0001,5.0,123,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_123_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.14800451846454918,0.35370616479667744,0.0,0.0,234.0000000630753,2,0.1522618204819843,0.390198784059485,0.0,0.0
0.0001,7.5,124,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_124_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.10264459768853104,0.35864848629172674,0.0,0.0,5.9999999999420215,1,0.028519361708150743,0.2391218524720094,0.43724913931763204,0.4531037674277144
0.0001,7.5,125,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_125_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.12175808379480149,0.3887554286492524,0.0,0.0,5.9999999999420215,1,0.021601170281191736,0.19537901582663533,0.3682098015306375,0.3814127993759051
0.0001,0.5,126,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_126_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.0781827616226451,0.25896798953854366,1.1046294045919125,1.1099619508523464,399.9999997064933,1,0.0781827616226451,0.25896798953854366,1.1046294045919125,1.1099619508523464
0.0001,2.0,127,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_127_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.17239988723622784,0.39187143157837956,2.002140795822841,2.06321618075179,399.9999997064933,1,0.17239988723622784,0.39187143157837956,2.002140795822841,2.06321618075179
0.0001,7.5,128,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_128_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.14737085435857764,0.3449389193445815,0.0,0.0,150.00000003641253,2,0.15057976471306114,0.3937352484350582,0.0,0.0
0.0001,2.0,129,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_129_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.09629726501147641,0.34192927599134454,0.0,0.0,5.9999999999420215,1,0.020031959143846215,0.1925739644742143,0.3682098015306375,0.36847830367152345
0.0001,5.0,130,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_130_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.1200155091035871,0.3943050891957163,0.0,0.0,5.9999999999420215,1,0.017840756620480222,0.17052120221263153,0.32218357633930783,0.3273356463260422
0.0001,2.0,131,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_131_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.12193215543612046,0.38068270919321123,0.0,0.0,11.999999999714875,1,0.02171412591669984,0.19030200581702028,0.3682098015306375,0.3670335741854449
0.0001,5.0,132,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_132_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.1513299858422495,0.35475950758772945,0.0,0.0,210.0000000554573,2,0.15504633840043064,0.39107556761693146,0.0,0.0
0.0001,5.0,133,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_133_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.1207008808406555,0.38638059570873556,0.0,0.0,5.9999999999420215,1,0.01769590034808247,0.1724663509602103,0.32218357633930783,0.32758262885500306
0.0001,5.0,134,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_134_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.10194262087676288,0.35491561510270925,0.0,0.0,5.9999999999420215,1,0.0256516875842099,0.22287548536535293,0.4142360267219672,0.4243431271300455
0.0001,2.0,135,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_135_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.09296207223748974,0.34121877420155006,0.0,0.0,5.9999999999420215,1,0.0209257608475438,0.1962849293234441,0.3682098015306375,0.3698069005336255
0.0001,2.0,136,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_136_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.17307003031853496,0.3937589024129387,1.9561145706315115,2.0159268393316245,399.9999997064933,1,0.17307003031853496,0.3937589024129387,1.9561145706315115,2.0159268393316245
0.0001,7.5,137,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_137_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.14858192706459689,0.344729060381202,0.0,0.0,156.00000003831698,2,0.15019289395928598,0.38821577224450216,0.0,0.0
0.0001,7.5,138,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_138_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.12061650992345223,0.39543543489055183,0.0,0.0,5.9999999999420215,1,0.0215349413459609,0.1969186973113138,0.3682098015306375,0.38336800199324916
0.0001,0.5,139,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_139_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.09266930720751071,0.3332797333980953,1.2887343053572313,1.294909623100053,5.9999999999420215,1,0.01282166200221868,0.1503648521203903,0.2761573511479781,0.26828768041863144
0.0001,7.5,140,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_140_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.1022503780669859,0.36023381802214094,0.0,0.0,5.9999999999420215,1,0.02870412186727373,0.23929378096931492,0.4602622519132969,0.474079694063106
0.0001,0.5,141,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_141_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.11021361474024777,0.3690046654583814,1.2196949675702362,1.223251425085844,23.999999999260588,1,0.027154714914442272,0.21388300551596157,0.43724913931763204,0.4324717963831734
0.0001,0.5,142,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_142_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.08420346031348291,0.26816330005999833,1.1736687423789067,1.1771729604304995,399.9999997064933,1,0.08420346031348291,0.26816330005999833,1.1736687423789067,1.1771729604304995
0.0001,2.0,143,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_143_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.11857973074619829,0.38855666011923806,0.0,0.0,11.999999999714875,1,0.021430385705597715,0.18865084360153883,0.3682098015306375,0.36407315205544943
0.0001,0.5,144,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_144_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.08874256682824201,0.32267581130679557,0.0,0.0,5.9999999999420215,1,0.011977077790096057,0.14367986197507726,0.25314423855231327,0.24438069289563483
0.0001,5.0,145,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_145_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.10191831144428329,0.3574080702050237,0.0,0.0,5.9999999999420215,1,0.024998901145571573,0.22030493136097562,0.4142360267219672,0.42428668302856265
0.0001,5.0,146,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_146_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.12321218721738088,0.387399161441337,0.0,0.0,5.9999999999420215,1,0.017355097917721565,0.17207420877755278,0.32218357633930783,0.32836246002326075
0.0001,5.0,147,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_147_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.1511727224759596,0.35182344695538703,0.0,0.0,210.0000000554573,2,0.1576621701439747,0.3946723800440123,0.0,0.0
0.0001,0.5,148,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_148_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.07547159677759416,0.2454001579758857,1.1046294045919125,1.1061020681966742,347.9999998377807,1,0.06842358189707916,0.24377673725384105,1.0586031794005826,1.067618407709488
0.0001,2.0,149,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_149_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.17017575409667238,0.3944198382350886,2.002140795822841,2.072676647153176,395.9999997165924,1,0.1711410875345067,0.3931033816724119,2.0251539084185066,2.0883781259028047
0.0001,0.5,150,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_150_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.10928802437951761,0.37812941813111545,1.1966818549745715,1.1993759478161605,17.99999999948773,1,0.01972312412711236,0.177477043115533,0.3682098015306375,0.35971681620501933
0.0001,2.0,151,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_151_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.08501819747605362,0.33092574731940455,0.0,0.0,5.9999999999420215,1,0.0208978722557114,0.19770178603179012,0.3682098015306375,0.3666230068749975
0.0001,7.5,152,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_152_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.14700207789657305,0.3490693554135482,0.0,0.0,150.00000003641253,2,0.15198526552443256,0.3934703546744816,0.0,0.0
0.0001,7.5,153,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_153_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.11987225909254491,0.39605624331813477,0.0,0.0,5.9999999999420215,1,0.02130550922934185,0.19426087534030118,0.3682098015306375,0.38048482264495986
0.0001,7.5,154,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_154_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.10302471416144149,0.3546713151990384,0.0,0.0,5.9999999999420215,1,0.02869462144997115,0.2400263752426549,0.43724913931763204,0.45573893136753335
0.0001,2.0,155,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_155_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.11989136953116848,0.38664611888299105,0.0,0.0,11.999999999714875,1,0.021085521708298475,0.18723951352845639,0.3682098015306375,0.36688441063280497
0.0001,7.5,156,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_156_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.12234822313482917,0.38969522413845803,0.0,0.0,5.9999999999420215,1,0.020921485409275676,0.19286108155222856,0.3682098015306375,0.38165496063326776
0.0001,0.5,157,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_157_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.08264350101105139,0.2773364119241713,1.1736687423789067,1.1848626166094134,389.9999997317409,1,0.08132065764876736,0.2689361418610483,1.1736687423789067,1.1812585200826908
0.0001,0.5,158,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_158_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.10967599312179749,0.3746780273898984,1.1966818549745715,1.1985050050805384,23.999999999260588,1,0.024470451884898433,0.20237520719050464,0.4142360267219672,0.40627882595297726
0.0001,0.5,159,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_159_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.0886708195244376,0.3307915082717131,0.0,0.0,5.9999999999420215,1,0.010836500123104909,0.13464656293026353,0.25314423855231327,0.23942291295093224
0.0001,5.0,160,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_160_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.10295489134596685,0.35168573352177573,0.0,0.0,5.9999999999420215,1,0.02547907830793745,0.2225333843925554,0.4142360267219672,0.4247199069645588
0.0001,5.0,161,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_161_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.12035045970671046,0.39041116713620816,0.0,0.0,5.9999999999420215,1,0.0172490749110767,0.17127461062898683,0.32218357633930783,0.32776038083114795
0.0001,7.5,162,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_162_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.14795986323422058,0.34566793977417254,0.0,0.0,162.0000000402215,2,0.1510742248107599,0.38783110050934366,0.0,0.0
0.0001,2.0,163,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_163_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.09230642846874731,0.33438608955348814,0.0,0.0,5.9999999999420215,1,0.02098827118509788,0.19665215803472616,0.3682098015306375,0.3688562052457724
0.0001,2.0,164,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_164_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.1189235960442244,0.3900170335626359,0.0,0.0,11.999999999714875,1,0.02103911109244286,0.18679956765080524,0.3682098015306375,0.3653670194180595
0.0001,2.0,165,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_165_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.17326885773676426,0.3952329863871909,2.0251539084185066,2.0820837830522754,395.9999997165924,1,0.1737170031595893,0.3931040088236796,2.002140795822841,2.0592283420395785
