K,germ_band_push,seed,seed_std,seed_max,noise_scale,noise_scale_std,noise_scale_max,dt,dt_std,dt_max,t_final,t_final_std,t_final_max,add_MD_bool,add_MD_bool_std,add_MD_bool_max,t_at_final,t_at_final_std,t_at_final_max,nb_folds_at_final,nb_folds_at_final_std,nb_folds_at_final_max,avg_depth_at_final,avg_depth_at_final_std,avg_depth_at_final_max,max_depth_at_final,max_depth_at_final_std,max_depth_at_final_max,CF_area_of_influence_ref_at_final,CF_area_of_influence_ref_at_final_std,CF_area_of_influence_ref_at_final_max,CF_area_of_influence_current_at_final,CF_area_of_influence_current_at_final_std,CF_area_of_influence_current_at_final_max,t_at_maxBendEnergy,t_at_maxBendEnergy_std,t_at_maxBendEnergy_max,nb_folds_at_maxBendEnergy,nb_folds_at_maxBendEnergy_std,nb_folds_at_maxBendEnergy_max,avg_depth_at_maxBendEnergy,avg_depth_at_maxBendEnergy_std,avg_depth_at_maxBendEnergy_max,max_depth_at_maxBendEnergy,max_depth_at_maxBendEnergy_std,max_depth_at_maxBendEnergy_max,CF_area_of_influence_ref_at_maxBendEnergy,CF_area_of_influence_ref_at_maxBendEnergy_std,CF_area_of_influence_ref_at_maxBendEnergy_max,CF_area_of_influence_current_at_maxBendEnergy,CF_area_of_influence_current_at_maxBendEnergy_std,CF_area_of_influence_current_at_maxBendEnergy_max
8e-05,0.1,856.8235294117648,499.04499237219545,1552,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916391,0.0,999.999998191639,0.7647058823529411,0.4372373160976031,1,0.069169156502314,0.03945042610239761,0.10043831140145032,0.26797254356244454,0.15133875087126042,0.36828247945109416,0,0.0,0,0,0.0,0,509.7058817326322,311.6712533082525,999.999998191639,0.7647058823529411,0.4372373160976031,1,0.017987936886978938,0.009912233023670478,0.026977071543836554,0.13495703052868957,0.0756333105157456,0.19384453315804687,0,0.0,0,0,0.0,0
8e-05,0.15,852.5294117647059,509.8160351596273,1551,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916391,0.0,999.999998191639,1.0,0.0,1,0.11800589827869302,0.010876711767273959,0.12615553208118294,0.3935197002580659,0.010720822845459563,0.39933906445969725,0,0.0,0,0,0.0,0,158.82352933595362,182.28179916807875,754.9999988102045,1.0588235294117647,0.24253562503633297,2,0.022007884222722453,0.004081416059894156,0.03166429955273895,0.1807681508882338,0.0188497864854088,0.22250606462933045,0,0.0,0,0,0.0,0
8e-05,0.2,800.7,488.6050067606542,1550,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.12329502837835357,0.006584878437644215,0.1315943414337458,0.3931518926616772,0.0028523677636242218,0.399281981131494,0,0.0,0,0,0.0,0,84.75000001582563,39.850873343700776,155.0000000379996,1.15,0.36634754853252327,2,0.022198344303892913,0.005712581388406628,0.033310848041031724,0.18248427406928622,0.0256523879677447,0.23778135868973874,0,0.0,0,0,0.0,0
8e-05,0.25,831.421052631579,482.03080996382994,1549,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.12532287757959254,0.006247515804107387,0.13419788558081402,0.39258749798725046,0.003185016292461686,0.3970132339259215,0,0.0,0,0,0.0,0,53.15789474313268,33.50831267333006,140.00000003323842,1.2105263157894737,0.4188539082916955,2,0.02021978354331824,0.007530672164785344,0.04012166831718012,0.16885621782835178,0.03758129867120173,0.2646324176853507,0,0.0,0,0,0.0,0
8e-05,0.3,835.9473684210526,476.7816264268639,1548,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0526315789473684,0.22941573387056177,2,0.12511427810312042,0.006260315164011784,0.13498954131962707,0.39280382883231635,0.005477221890818876,0.39819038038792376,0,0.0,0,0,0.0,0,36.57894737083293,19.006770112247995,70.00000001101944,1.105263157894737,0.3153017676423057,2,0.01721519213885972,0.005469329112171858,0.029823186455922954,0.164831383586731,0.02976431827382388,0.22980618250148618,0,0.0,0,0,0.0,0
8e-05,0.35,807.5,484.3235651808341,1554,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.05,0.22360679774997894,2,0.1288851772739032,0.006698860135129771,0.13546943956948254,0.39314607646722666,0.0044125774311156475,0.3993981034436748,0,0.0,0,0,0.0,0,40.500000003396565,28.6494236264714,105.00000002212893,1.2,0.41039134083406165,2,0.022158879179481596,0.011251034194932714,0.0526739126051212,0.18137296878104184,0.03167133335877201,0.2585816571772929,0,0.0,0,0,0.0,0
8e-05,0.4,812.2,482.8510285683087,1563,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.05,0.22360679774997894,2,0.12056892534706871,0.011242617246968862,0.14724517264527978,0.3940031241003031,0.003033342385922251,0.3995691609201257,0,0.0,0,0,0.0,0,50.250000005976204,31.684090321473818,140.00000003323842,1.15,0.36634754853252327,2,0.021368283733775025,0.010125331777375008,0.05259406196544359,0.18541717244503428,0.03220990382852363,0.25496150981441146,0,0.0,0,0,0.0,0
9e-05,0.0,846.3888888888889,475.92153813156676,1572,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916392,0.0,999.999998191639,0.0,0.0,0,0.005257435575307907,0.001195690916134345,0.008502867218545438,0.014834743667330667,0.004501396133375982,0.027770212527586293,0,0.0,0,0,0.0,0,999.9999981916392,0.0,999.999998191639,0.0,0.0,0,0.005257435575307907,0.001195690916134345,0.008502867218545438,0.014834743667330667,0.004501396133375982,0.027770212527586293,0,0.0,0,0,0.0,0
9e-05,0.05,820.4736842105264,483.0845760344033,1571,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,0.0,0.0,0,0.0014384121410328816,0.00021510597959575734,0.001880560437239867,0.005182226235929511,0.0010960945246589855,0.007324389948676103,0,0.0,0,0,0.0,0,999.9999981916393,0.0,999.999998191639,0.0,0.0,0,0.0014384121410328816,0.00021510597959575734,0.001880560437239867,0.005182226235929511,0.0010960945246589855,0.007324389948676103,0,0.0,0,0,0.0,0
9e-05,0.1,816.6111111111111,498.5213593735317,1570,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916392,0.0,999.999998191639,0.5555555555555556,0.5113099925649136,1,0.04688808897415274,0.04438691410517596,0.10794286490657443,0.18757828602934382,0.1713303820604012,0.378345686392708,0,0.0,0,0,0.0,0,716.9444433229398,316.21445966289275,999.999998191639,0.5555555555555556,0.5113099925649136,1,0.013775706864577103,0.012206416605340263,0.03198631698612306,0.09932096758340914,0.08912176571032726,0.20821623582999013,0,0.0,0,0,0.0,0
9e-05,0.15,823.7368421052631,483.36446360728934,1569,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,0.9473684210526315,0.22941573387056174,1,0.1033978329362544,0.03646365819937148,0.12727798938862034,0.35563745115382245,0.10807495486563551,0.3996963912284777,0,0.0,0,0,0.0,0,368.94736807580483,290.99245320740476,999.999998191639,0.9473684210526315,0.22941573387056174,1,0.021243294514593176,0.006515306989648544,0.02883449271343433,0.17222565309068272,0.047437741821353525,0.21130427823334075,0,0.0,0,0,0.0,0
9e-05,0.2,842.6315789473684,460.7706359430562,1568,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.12503973942574648,0.007191379348804772,0.13274263651680682,0.39352344798142286,0.003829117692846565,0.3998305207264708,0,0.0,0,0,0.0,0,153.4210525992572,124.57764893513495,434.9999996181268,1.0,0.0,1,0.02344454392116833,0.005430093845752787,0.037621236920628555,0.19407248476223687,0.025772522322528184,0.2504880227081788,0,0.0,0,0,0.0,0
9e-05,0.25,848.2222222222222,481.42809072170655,1567,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916392,0.0,999.999998191639,1.0,0.0,1,0.12873281013143179,0.005915212033037041,0.13882176716511477,0.39398235335910203,0.003199641363425793,0.39935525932002075,0,0.0,0,0,0.0,0,124.72222223790043,83.46313420421158,294.99999997159284,1.1111111111111112,0.32338083338177737,2,0.021378644699396362,0.004636972448377671,0.03360782055068731,0.18654229752148058,0.02264737971168579,0.22591168836744224,0,0.0,0,0,0.0,0
9e-05,0.3,848.6666666666666,480.3683635564298,1566,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916392,0.0,999.999998191639,1.0,0.0,1,0.12632726697279342,0.007215295482358186,0.13659179738526736,0.39338860974823037,0.003542033763778573,0.39981117832174834,0,0.0,0,0,0.0,0,85.27777779406108,56.76246229838428,240.0000000649797,1.0555555555555556,0.2357022603955158,2,0.01888325932984876,0.005324698106570862,0.03660839004165559,0.17630738137528568,0.026226606313496097,0.25534139308697346,0,0.0,0,0,0.0,0
9e-05,0.35,834.1111111111111,486.3980322242618,1546,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916392,0.0,999.999998191639,1.0,0.0,1,0.12574544672819968,0.005896259710811326,0.13690236648480558,0.3923702121838026,0.0027107945414116194,0.39714927238640724,0,0.0,0,0,0.0,0,99.44444446457311,71.94542232434065,265.00000004733556,1.0,0.0,1,0.01705829412968064,0.006141174378917167,0.0366899976239373,0.1692893464581457,0.030566047028152528,0.251198340534932,0,0.0,0,0,0.0,0
9e-05,0.4,836.4736842105264,474.82000898832445,1610,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.11832688730588466,0.009036396621711138,0.13539384124772907,0.3945674656081028,0.003974048439691718,0.3997983836302205,0,0.0,0,0,0.0,0,121.05263159785079,90.39387497846158,294.99999997159284,1.0526315789473684,0.22941573387056177,2,0.020222888601830125,0.007761706377103402,0.040595804447701174,0.1824223128647082,0.030992754365591436,0.23045549749335503,0,0.0,0,0,0.0,0
0.0001,0.0,831.0,485.04112082264623,1574,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,0.0,0.0,0,0.004593326937289736,0.0010421418819992652,0.006738457668453628,0.012978459237700803,0.004482726814947801,0.025214177660554535,0,0.0,0,0,0.0,0,999.9999981916393,0.0,999.999998191639,0.0,0.0,0,0.004593326937289736,0.0010421418819992652,0.006738457668453628,0.012978459237700803,0.004482726814947801,0.025214177660554535,0,0.0,0,0,0.0,0
0.0001,0.05,887.5882352941177,481.95345455027206,1575,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916391,0.0,999.999998191639,0.0,0.0,0,0.0014158827750352352,0.00021617709178952164,0.0017891087780815371,0.005038400898472252,0.0014749588948944666,0.008459925148820775,0,0.0,0,0,0.0,0,999.9999981916391,0.0,999.999998191639,0.0,0.0,0,0.0014158827750352352,0.00021617709178952164,0.0017891087780815371,0.005038400898472252,0.0014749588948944666,0.008459925148820775,0,0.0,0,0,0.0,0
0.0001,0.1,822.8421052631579,496.0131341403835,1576,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,0.15789473684210525,0.37463432463267754,1,0.015751878175060553,0.03515784120229727,0.10912711595578659,0.05913724514215361,0.13050941506566555,0.37615416951647546,0,0.0,0,0,0.0,0,911.3157878741208,228.45399499846377,999.999998191639,0.15789473684210525,0.37463432463267754,1,0.004996976025771814,0.009416791164420008,0.02982975727087993,0.03262330881913103,0.06768658613686188,0.20169525034190916,0,0.0,0,0,0.0,0
0.0001,0.15,808.25,483.88546654848204,1577,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,0.7,0.4701623459816272,1,0.06840432632057031,0.05536163756128129,0.13167815176943695,0.248511250398674,0.17583310278099643,0.39946193546914655,0,0.0,0,0,0.0,0,616.999999036834,396.9303258037487,999.999998191639,0.7,0.4701623459816272,1,0.0173625605273118,0.011486720857358506,0.031317416071080004,0.1344159147589304,0.08936022285318526,0.22049224925517458,0,0.0,0,0,0.0,0
