K,int_curvature_CF,seed,germ_band_push,noise_scale,dt,t_final,add_CF_bool,CF_position,t_CF,t_MD,path,t_at_final,nb_folds_at_final,avg_depth_at_final,max_depth_at_final,CF_area_of_influence_ref_at_final,CF_area_of_influence_current_at_final,t_at_maxBendEnergy_afterMD,nb_folds_at_maxBendEnergy_afterMD,avg_depth_at_maxBendEnergy_afterMD,max_depth_at_maxBendEnergy_afterMD,CF_area_of_influence_ref_at_maxBendEnergy_afterMD,CF_area_of_influence_current_at_maxBendEnergy_afterMD
0.0001,2.0,0,0.0,1e-05,1e-05,1000.0,1.0,0.17,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_0_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.17_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.1120396549197134,0.3929489411198142,0.0,0.0,102.00000002117667,1,0.028727595990646206,0.2401694861583779,0.0,0.0
0.0001,2.0,1,0.2,1e-05,1e-05,1000.0,1.0,0.7,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_1_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.7_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.1078269184160293,0.38504479431496663,1.2887343053572313,1.2850059586511202,42.000000002131856,1,0.020686010663923737,0.21202021292035167,0.4142360267219672,0.4091887081415258
0.0001,2.0,2,0.2,1e-05,1e-05,1000.0,1.0,0.7,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_2_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.7_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.10905212226956351,0.39004067783417384,1.2887343053572313,1.2948181720592826,23.999999999260588,1,0.027718230157064996,0.24053702138634311,0.5062884771046265,0.5009296567933624
0.0001,2.0,3,0.2,1e-05,1e-05,1000.0,1.0,0.8,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_3_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.8_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.09942757039502188,0.3867541506687641,1.1736687423789067,1.1762793593561163,29.99999999903344,1,0.015614298911926006,0.17643300349254634,0.3451966889349727,0.33700081967028755
0.0001,2.0,4,0.2,1e-05,1e-05,1000.0,1.0,0.8,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_4_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.8_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.09720569532187634,0.38145545664634006,1.1736687423789067,1.1802703633597271,42.000000002131856,1,0.03751711013402413,0.27646686905669265,0.598340927487286,0.5964597500678134
0.0001,2.0,5,0.2,1e-05,1e-05,1000.0,1.0,0.9,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_5_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.9_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.08990377639776262,0.37223288488084516,1.0586031794005826,1.063286101827918,317.99999991352337,1,0.04054725279594371,0.29331405255202975,0.6213540400829508,0.6255317659702812
0.0001,2.0,6,0.2,1e-05,1e-05,1000.0,1.0,0.9,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_6_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.9_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.09429189198793854,0.37940767946994286,1.150655629783242,1.1541393866324297,72.00000001165427,1,0.03900502967659354,0.28969200616786656,0.598340927487286,0.601061266162228
0.0001,2.0,7,0.4,1e-05,1e-05,1000.0,1.0,0.17,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_7_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.17_t_CF_0.0_t_MD_0.0/,999.999998191639,2,0.07872703056408063,0.27096591998374947,0.0,0.0,755.9999988076797,1,0.01651611792501116,0.19036287915929748,0.0,0.0
0.0001,2.0,8,0.4,1e-05,1e-05,1000.0,1.0,0.17,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_8_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.17_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.07124637397512376,0.27023784177327126,1.1966818549745715,1.207222273208639,5.9999999999420215,1,0.02226851555913767,0.21000516190259821,0.4602622519132969,0.45647028572992354
0.0001,2.0,9,0.4,1e-05,1e-05,1000.0,1.0,0.27,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_9_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.27_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.13399651103571164,0.3908214359189862,0.0,0.0,186.00000004783942,1,0.01609309929846058,0.18814651267772078,0.0,0.0
0.0001,2.0,10,0.4,1e-05,1e-05,1000.0,1.0,0.37,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_10_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0_t_MD_0.0/,999.999998191639,2,0.1582983971520634,0.39064360936109704,1.0355900668049178,1.036713541165895,491.9999994742157,2,0.04073527449175072,0.22203691917141005,0.299170463743643,0.2879096055005499
0.0001,2.0,11,0.4,1e-05,1e-05,1000.0,1.0,0.37,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_11_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0_t_MD_5.0/,999.999998191639,2,0.08952274372101413,0.33404007128567065,0.0,0.0,17.99999999948773,2,0.05335951186604334,0.28810193346301655,0.736419603061275,0.7449432256638175
0.0001,2.0,12,0.4,1e-05,1e-05,1000.0,1.0,0.47,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_12_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.47_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.11452178145386978,0.38279478752527957,1.5188654313138796,1.5165660192791988,228.0000000611708,1,0.022099167447421606,0.21625815725611147,0.4602622519132969,0.4653840273611309
0.0001,2.0,13,0.4,1e-05,1e-05,1000.0,1.0,0.47,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_13_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.47_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.12391647512052018,0.36067256681982446,1.6799572194835337,1.6819409913042158,5.9999999999420215,1,0.0210766014444118,0.20535317264261416,0.43724913931763204,0.43124451828720506
0.0001,2.0,14,0.4,1e-05,1e-05,1000.0,1.0,0.6,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_14_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.6_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.1306947787663867,0.3872168698196762,1.5188654313138796,1.5245253865523087,23.999999999260588,1,0.016772631984854583,0.1919696060152329,0.3682098015306375,0.36669218929400127
0.0001,2.0,15,0.4,1e-05,1e-05,1000.0,1.0,0.6,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_15_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.6_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.13197837002005622,0.3870998410894907,1.5188654313138796,1.5179594551927242,11.999999999714875,1,0.028693978576319567,0.24364452154983465,0.5293015897002914,0.5321067844733246
0.0001,2.0,16,0.4,1e-05,1e-05,1000.0,1.0,0.7,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_16_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.7_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.11755719562281562,0.39614208838884696,1.3347605305485608,1.3408655251747663,36.00000000022737,1,0.0194221162303835,0.20371649192561556,0.4142360267219672,0.41236470842295414
0.0001,2.0,17,0.4,1e-05,1e-05,1000.0,1.0,0.7,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_17_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.7_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.12006645185709539,0.39224422191029734,1.3577736431442256,1.3632335644747666,11.999999999714875,1,0.026971083431603527,0.23823658231360856,0.48327536450896175,0.48248342782331716
0.0001,2.0,18,0.4,1e-05,1e-05,1000.0,1.0,0.8,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_18_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.8_t_CF_0.0_t_MD_0.0/,999.999998191639,2,0.058730270640634734,0.20632748811580034,0.5293015897002914,0.5326809632692693,17.99999999948773,1,0.01533095268510123,0.18326938050945804,0.3451966889349727,0.3405531454661111
0.0001,2.0,19,0.4,1e-05,1e-05,1000.0,1.0,0.8,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_19_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.8_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.06885503872775714,0.24736580116657247,1.1966818549745715,1.208434812986091,5.9999999999420215,1,0.01661577605211224,0.19126709194410957,0.3682098015306375,0.36265488491216363
0.0001,2.0,20,0.4,1e-05,1e-05,1000.0,1.0,0.9,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_20_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.9_t_CF_0.0_t_MD_0.0/,999.999998191639,2,0.04732063927295075,0.20974654428477954,0.39122291412630233,0.39443699965558154,29.99999999903344,1,0.023038328215395466,0.21999815285547725,0.43724913931763204,0.44566793854384773
0.0001,2.0,21,0.4,1e-05,1e-05,1000.0,1.0,0.9,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_21_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.9_t_CF_0.0_t_MD_5.0/,999.999998191639,2,0.04643348806759072,0.2066538614220441,0.4142360267219672,0.41676137687928244,29.99999999903344,1,0.028944362204912262,0.2389037046482875,0.5293015897002914,0.5392370078770445
0.0001,2.0,22,0.2,1e-05,1e-05,1000.0,1.0,0.6,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_22_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.6_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.12248109565387165,0.39731546148542074,1.4268129809312198,1.4239135320408585,17.99999999948773,1,0.024135443197310587,0.22585907435027158,0.4602622519132969,0.4558583853001011
0.0001,2.0,23,0.2,1e-05,1e-05,1000.0,1.0,0.6,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_23_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.6_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.12158546366435226,0.3896137773113202,1.4268129809312198,1.4276841881574898,29.99999999903344,1,0.02547685152246147,0.23577894370870686,0.48327536450896175,0.47783762911833
0.0001,2.0,24,0.4,1e-05,1e-05,1000.0,1.0,0.27,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_24_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.27_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.11251208154761566,0.3514247272240016,1.4728392061225501,1.4784563197401526,5.9999999999420215,1,0.024431318614114746,0.21335852636530328,0.5062884771046265,0.4988502156712688
0.0001,2.0,25,0.2,1e-05,1e-05,1000.0,1.0,0.47,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_25_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.47_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.11845522439051383,0.3961288382234565,1.4498260935268845,1.4544041040441287,17.99999999948773,1,0.019377623596291974,0.20372844028226508,0.4142360267219672,0.410428651918028
0.0001,2.0,26,0.2,1e-05,1e-05,1000.0,1.0,0.47,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_26_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.47_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.12472379170519839,0.39020176493241265,1.5648916565052091,1.5675346441833218,11.999999999714875,1,0.021418413659378924,0.2118613335052221,0.43724913931763204,0.4349038672666294
0.0001,2.0,27,0.0,1e-05,1e-05,1000.0,1.0,0.17,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_27_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.17_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.07570264589021893,0.35514950966452735,1.0355900668049178,1.0346034470667564,11.999999999714875,1,0.015935875090427504,0.17774303062817845,0.3451966889349727,0.337959515469366
0.0001,2.0,28,0.0,1e-05,1e-05,1000.0,1.0,0.27,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_28_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.27_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.09058659777426037,0.39872418147548505,0.9895638416135882,0.9862528801975825,659.9999990500564,1,0.030869088076986094,0.25301270919488966,0.0,0.0
0.0001,2.0,29,0.0,1e-05,1e-05,1000.0,1.0,0.27,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_29_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.27_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.09492740765716298,0.3818574973576396,1.1966818549745715,1.1925389943120621,11.999999999714875,1,0.016517218930307158,0.1795586996987665,0.3451966889349727,0.33692347749573165
0.0001,2.0,30,0.0,1e-05,1e-05,1000.0,1.0,0.37,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_30_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.10691033298255706,0.3950295734870611,1.1966818549745715,1.1950781102768042,126.00000002879459,1,0.02673399283011467,0.23196443699880587,0.48327536450896175,0.4731155933787965
0.0001,2.0,31,0.0,1e-05,1e-05,1000.0,1.0,0.37,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_31_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.11128817987119276,0.3988690357459204,1.2657211927615657,1.2634294351115696,11.999999999714875,1,0.01519413702659946,0.1703930518565147,0.3451966889349727,0.336684103033433
0.0001,2.0,32,0.0,1e-05,1e-05,1000.0,1.0,0.47,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_32_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.47_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.11056993960300804,0.39071022661336124,1.2657211927615657,1.2630920318663899,108.00000002308116,1,0.025644970815467138,0.22766209263382386,0.48327536450896175,0.47646735674629315
0.0001,2.0,33,0.0,1e-05,1e-05,1000.0,1.0,0.6,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_33_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.6_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.09367578836097953,0.3784637019695692,1.1276425171875772,1.1270326578987202,359.9999998074836,1,0.02008224690153458,0.19536371808236366,0.43724913931763204,0.42503167767719197
0.0001,2.0,34,0.0,1e-05,1e-05,1000.0,1.0,0.6,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_34_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.6_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.10242434810627829,0.38927127662660543,1.2196949675702362,1.2158924147529946,72.00000001165427,1,0.03478181815469806,0.26300622987927863,0.5753278148916211,0.5689563968699546
0.0001,2.0,35,0.0,1e-05,1e-05,1000.0,1.0,0.7,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_35_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.7_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.1144240451961054,0.3977864768121737,1.2887343053572313,1.2856852426938388,108.00000002308116,1,0.028866080536639603,0.2401574177883049,0.0,0.0
0.0001,2.0,36,0.0,1e-05,1e-05,1000.0,1.0,0.7,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_36_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.7_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.08888723696449942,0.37370226837774584,1.150655629783242,1.1458854091058415,66.00000000974978,1,0.024875788267248376,0.21640277222272983,0.48327536450896175,0.47200731958523606
0.0001,2.0,37,0.0,1e-05,1e-05,1000.0,1.0,0.47,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_37_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.47_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.11369452197962839,0.3922917302695727,1.311747417952896,1.3125192401630594,23.999999999260588,1,0.019668366860354784,0.19143028719892416,0.4142360267219672,0.4052070518676148
0.0001,2.0,38,0.2,1e-05,1e-05,1000.0,1.0,0.37,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_38_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.105100861639158,0.3819591844644161,1.4498260935268845,1.4509855004056147,5.9999999999420215,1,0.014294639899092793,0.1697425773821177,0.3451966889349727,0.32907673680210053
0.0001,2.0,39,0.0,1e-05,1e-05,1000.0,1.0,0.8,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_39_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.8_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.09595722729095071,0.3744076559450824,0.0,0.0,17.99999999948773,2,0.018608672832630138,0.17018470832232446,0.0,0.0
0.0001,2.0,40,0.0,1e-05,1e-05,1000.0,1.0,0.9,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_40_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.9_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.1035310147185456,0.3954209103581992,0.0,0.0,383.99999974688944,1,0.02435773074998341,0.21648725305679056,0.0,0.0
0.0001,2.0,41,0.0,1e-05,1e-05,1000.0,1.0,0.9,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_41_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.9_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.10561333612174167,0.39456355755991357,0.0,0.0,23.999999999260588,1,0.018524351693655107,0.19093962769446773,0.0,0.0
0.0001,2.0,42,0.2,1e-05,1e-05,1000.0,1.0,0.17,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_42_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.17_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.11786377024221771,0.3915857673204219,0.0,0.0,186.00000004783942,1,0.020934063368436406,0.21358929259099602,0.0,0.0
0.0001,2.0,43,0.2,1e-05,1e-05,1000.0,1.0,0.17,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_43_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.17_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.07959326907528022,0.32386159611796594,1.1046294045919125,1.108843516947949,5.9999999999420215,1,0.01254516200609986,0.1591774010466532,0.299170463743643,0.28607581472586935
0.0001,2.0,44,0.2,1e-05,1e-05,1000.0,1.0,0.27,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_44_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.27_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.11658226820899327,0.39481657600122544,0.0,0.0,264.0000000498603,1,0.012742471717517084,0.1598164996728059,0.0,0.0
0.0001,2.0,45,0.2,1e-05,1e-05,1000.0,1.0,0.27,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_45_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.27_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.08948433487938307,0.3572215347919976,1.3577736431442256,1.3622210979777138,5.9999999999420215,1,0.014539537679352899,0.17019151605907903,0.3451966889349727,0.32690356200088705
0.0001,2.0,46,0.2,1e-05,1e-05,1000.0,1.0,0.37,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_46_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.11490449392350104,0.39681355040269695,0.0,0.0,36.00000000022737,1,0.016996877006343468,0.18712064222672717,0.0,0.0
0.0001,2.0,47,0.0,1e-05,1e-05,1000.0,1.0,0.8,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_47_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.8_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.0821301732782705,0.3912056253505499,0.0,0.0,755.9999988076797,1,0.024627468288599068,0.21955209320907984,0.0,0.0
0.0001,2.0,48,0.4,1e-05,1e-05,1000.0,1.0,0.27,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_48_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.27_t_CF_0.0_t_MD_0.0/,999.999998191639,0,0.00025071348229321053,0.0009120745785678594,0.0,0.0,999.999998191639,0,0.00025071348229321053,0.0009120745785678594,0.0,0.0
0.0001,2.0,49,0.4,1e-05,1e-05,1000.0,1.0,0.17,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_49_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.17_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.07101372089254546,0.2743667214617647,1.1966818549745715,1.2053922048574786,5.9999999999420215,1,0.022307330546552376,0.20812686976986725,0.4602622519132969,0.45450705994854096
0.0001,2.0,50,0.4,1e-05,1e-05,1000.0,1.0,0.17,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_50_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.17_t_CF_0.0_t_MD_0.0/,999.999998191639,0,0.00036207924436951926,0.0015595757958011983,0.0,0.0,999.999998191639,0,0.00036207924436951926,0.0015595757958011983,0.0,0.0
0.0001,2.0,51,0.2,1e-05,1e-05,1000.0,1.0,0.9,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_51_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.9_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.09257399646319006,0.3737829626410736,1.150655629783242,1.1503752224100225,96.00000001927219,1,0.04461935886907541,0.30607711526474135,0.6673802652742805,0.6718555902897918
0.0001,2.0,52,0.2,1e-05,1e-05,1000.0,1.0,0.7,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_52_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.7_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.10771835687355805,0.3917022892245574,1.2657211927615657,1.2715398350582245,23.999999999260588,1,0.014600828106854497,0.17341086811283443,0.3451966889349727,0.33535142013687785
0.0001,2.0,53,0.2,1e-05,1e-05,1000.0,1.0,0.8,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_53_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.8_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.09751277489164431,0.38098849275250435,1.1736687423789067,1.174822505036309,54.00000000594082,1,0.04354868014725428,0.2959215474086645,0.6673802652742805,0.6663844893002466
0.0001,2.0,54,0.2,1e-05,1e-05,1000.0,1.0,0.8,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_54_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.8_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.11480665600146042,0.39013806563815173,1.3347605305485608,1.3315857835995728,36.00000000022737,1,0.022593230583513826,0.22096323585425137,0.0,0.0
0.0001,2.0,55,0.2,1e-05,1e-05,1000.0,1.0,0.7,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_55_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.7_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.11222397252214095,0.3971009032940834,1.311747417952896,1.3125222862057442,17.99999999948773,1,0.022348854105507878,0.21696513838222176,0.43724913931763204,0.43180909727561834
0.0001,2.0,56,0.4,1e-05,1e-05,1000.0,1.0,0.27,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_56_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.27_t_CF_0.0_t_MD_5.0/,999.999998191639,1,0.11213233519943581,0.34755956312405845,1.4498260935268845,1.4575305663849807,5.9999999999420215,1,0.024575948092897405,0.21318348546174273,0.5062884771046265,0.5006874237600054
0.0001,2.0,57,0.2,1e-05,1e-05,1000.0,1.0,0.9,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_57_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_CF_position_0.9_t_CF_0.0_t_MD_0.0/,999.999998191639,1,0.11961360718039074,0.3871118448074083,0.0,0.0,156.00000003831698,1,0.018119037718412005,0.1977710372848819,0.0,0.0
