K,germ_band_push,int_curvature_CF,CF_position,t_MD,seed,seed_std,seed_max,noise_scale,noise_scale_std,noise_scale_max,dt,dt_std,dt_max,t_final,t_final_std,t_final_max,add_CF_bool,add_CF_bool_std,add_CF_bool_max,t_CF,t_CF_std,t_CF_max,t_at_final,t_at_final_std,t_at_final_max,nb_folds_at_final,nb_folds_at_final_std,nb_folds_at_final_max,avg_depth_at_final,avg_depth_at_final_std,avg_depth_at_final_max,max_depth_at_final,max_depth_at_final_std,max_depth_at_final_max,CF_area_of_influence_ref_at_final,CF_area_of_influence_ref_at_final_std,CF_area_of_influence_ref_at_final_max,CF_area_of_influence_current_at_final,CF_area_of_influence_current_at_final_std,CF_area_of_influence_current_at_final_max,t_at_maxBendEnergy_afterMD,t_at_maxBendEnergy_afterMD_std,t_at_maxBendEnergy_afterMD_max,nb_folds_at_maxBendEnergy_afterMD,nb_folds_at_maxBendEnergy_afterMD_std,nb_folds_at_maxBendEnergy_afterMD_max,avg_depth_at_maxBendEnergy_afterMD,avg_depth_at_maxBendEnergy_afterMD_std,avg_depth_at_maxBendEnergy_afterMD_max,max_depth_at_maxBendEnergy_afterMD,max_depth_at_maxBendEnergy_afterMD_std,max_depth_at_maxBendEnergy_afterMD_max,CF_area_of_influence_ref_at_maxBendEnergy_afterMD,CF_area_of_influence_ref_at_maxBendEnergy_afterMD_std,CF_area_of_influence_ref_at_maxBendEnergy_afterMD_max,CF_area_of_influence_current_at_maxBendEnergy_afterMD,CF_area_of_influence_current_at_maxBendEnergy_afterMD_std,CF_area_of_influence_current_at_maxBendEnergy_afterMD_max
0.0001,0.2,2.0,0.37,0.0,500.35,284.1428986304343,957,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.2,0.41039134083406165,2,0.11740940080202274,0.018056669284079053,0.17423499817558005,0.3878767467787742,0.005244456886012945,0.3977940632759648,1.303692828544413,0.32564934566779846,1.4498260935268845,1.3051283902979456,0.32593735933619056,1.4533845371968457,59.10000000763068,25.476304788387868,120.00000002689012,1.25,0.44426165831931924,2,0.022390742656235422,0.008389343540707127,0.046459034380689414,0.20394934715580612,0.025933267257416476,0.2839366282825239,0.3244848875988743,0.15263345860876484,0.5753278148916211,0.31936606565911085,0.15193064805072268,0.5771036873576917
0.0001,0.2,2.0,0.37,5.0,495.85,282.2524579166672,936,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.1048660640250402,0.0011189234560052082,0.10730839116443028,0.38336896796663883,0.0037719971311123146,0.38856240019843397,1.4348675703397027,0.02393340417211728,1.4728392061225501,1.434928084143905,0.023762215067312364,1.4714524469020525,6.299999999930663,1.3416407864490825,11.999999999714875,1.0,0.0,1,0.014749667743011407,0.0021318319979278747,0.023716898595702012,0.17082164592354582,0.01279664920200772,0.22462272306317616,0.3336901326371402,0.026397850573901593,0.43724913931763204,0.318426056768501,0.030215258414312884,0.43960959972625313
0.0001,0.2,2.0,0.47,0.0,481.8,285.70662170172136,958,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.11983586419197298,0.00119254537325462,0.1215043729771957,0.39472096206745044,0.003599453867934178,0.39948463542788754,1.4647846167140677,0.026159191074141667,1.5188654313138796,1.4633092168772401,0.026856042393825358,1.5224252829623333,27.300000000165937,11.262887356960809,60.000000007845294,1.1,0.3077935056255463,2,0.019684377802107352,0.0068593875281980935,0.03762364431878445,0.20055398322933757,0.030479037884122585,0.2657828748115002,0.37166176841998716,0.11403749234999447,0.5523147022959563,0.3669368646909214,0.11500733329520578,0.5541017389526391
0.0001,0.2,2.0,0.47,5.0,487.4,284.1831136877474,934,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.12116678716965931,0.001665462083915536,0.12472379170519839,0.3938987746114604,0.003506210217489462,0.39963902055766587,1.4843457624203822,0.029395402336136377,1.5648916565052091,1.4846030663607925,0.030346393828894144,1.5675346441833218,11.999999999714875,0.0,11.999999999714875,1.0,0.0,1,0.021728557984114525,0.00042796823770540016,0.022425921335718642,0.21329944430986605,0.0023035231685901566,0.21715595195067192,0.43494782805806553,0.007083286601175101,0.43724913931763204,0.432891364946894,0.007014198026087619,0.4377476682846466
0.0001,0.2,2.0,0.6,0.0,478.0,283.59032720494986,932,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.05,0.22360679774997894,2,0.12088336069696078,0.0015610545095317279,0.12367846140542217,0.39448514642643795,0.002820423344853642,0.3983588259676106,1.3589242987740087,0.32048991030370716,1.4728392061225501,1.3596082605406388,0.3206398824466023,1.472943446671103,30.900000000242812,9.786671926844663,54.00000000594082,1.1,0.3077935056255463,2,0.02093365809010805,0.0040928257610128365,0.03175773917734664,0.2037305989018015,0.01971840750171092,0.23577894370870686,0.39467488101565223,0.046192467228881325,0.48327536450896175,0.38907774793044025,0.04707227281050574,0.47783762911833
0.0001,0.2,2.0,0.6,5.0,470.85,282.28117281589255,916,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.12252352460495901,0.0010338910166476786,0.12428066438779829,0.39372167566580873,0.002613600402110195,0.3973636492677488,1.4360182259694858,0.01735043787477198,1.4728392061225501,1.4358650963624535,0.017393981284317156,1.4717083032557876,18.599999999465016,1.8467610336833642,23.999999999260588,1.0,0.0,1,0.025402135056165363,0.0017861008489595642,0.030670306670564997,0.23208879968055868,0.007517335427470415,0.25355814566888585,0.46946749695156287,0.021639798012634225,0.5293015897002914,0.46606733572573456,0.022031970378273615,0.5276329134710254
0.0001,0.2,2.0,0.7,0.0,460.0,285.12822600219346,919,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.10841900679324387,0.0013584146084027406,0.11194616927429316,0.39102507899082806,0.003332029378331143,0.39655616755423284,1.2668718483913488,0.01174630196932498,1.2887343053572313,1.2689381582467445,0.011577368518728363,1.2932164644417505,30.899999999958595,8.090930596456973,48.00000000403634,1.0,0.0,1,0.017892680754456797,0.003314728827077671,0.02502108744461442,0.19360840711045568,0.019866733399225445,0.23034429368740458,0.3785657021986868,0.04447078152392579,0.4602622519132969,0.37118381398469136,0.04555532877637507,0.45518469054262745
0.0001,0.2,2.0,0.7,5.0,460.95,284.21553626188626,918,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.10966264478212293,0.0010198793115127722,0.11222397252214095,0.39082322814668136,0.0033341920341159706,0.3971009032940834,1.2818303715785313,0.01844074562706089,1.3347605305485608,1.284485545314772,0.01801705347118193,1.3348198638649253,23.69999999941405,5.322247250082317,36.00000000022737,1.0,0.0,1,0.027405494327706455,0.004220213109986525,0.03650835449675016,0.23887355015306772,0.017484568759139226,0.2740260365070652,0.4936312651770107,0.04691099331845139,0.598340927487286,0.48956260854194456,0.048183123285323586,0.5937856047973188
0.0001,0.2,2.0,0.8,0.0,460.55,284.03233229594423,917,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.05,0.22360679774997894,2,0.10613510161228701,0.0159128832032021,0.15715572521099302,0.38434433062653184,0.006061224639930796,0.3955486161791382,1.1460530072641086,0.3048100263139737,1.495852318718215,1.1482552917937003,0.30474758278800107,1.493269663143177,43.20000000325882,24.12598512468109,114.00000002498564,1.1,0.3077935056255462,2,0.01875648595865302,0.009784454274565127,0.05291152212463013,0.1881023201154486,0.040347748051785176,0.29035084940157735,0.2692534173692787,0.1610225609261607,0.6213540400829508,0.26118882955498124,0.15939610183911987,0.621654533364774
0.0001,0.2,2.0,0.8,5.0,461.35,284.2864150631783,920,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.09828207927580791,0.001122286699266764,0.09991301708310057,0.3819945802981826,0.003084509791075628,0.38895608526108627,1.1771207092682565,0.01714844684795378,1.2196949675702362,1.1796760762271894,0.017188362458160814,1.2206374844938288,45.00000000315515,10.925585619369153,72.00000001165427,1.0,0.0,1,0.038625444811914364,0.006111482693763545,0.05182379096854713,0.2795284549885886,0.019925891235116382,0.32068546830218164,0.613299450674468,0.06169421094806358,0.736419603061275,0.6118126228779566,0.06293875775926104,0.7378783476404834
