K,germ_band_push,seed,seed_std,seed_max,noise_scale,noise_scale_std,noise_scale_max,dt,dt_std,dt_max,t_final,t_final_std,t_final_max,t_at_final,t_at_final_std,t_at_final_max,nb_folds_at_final,nb_folds_at_final_std,nb_folds_at_final_max,avg_depth_at_final,avg_depth_at_final_std,avg_depth_at_final_max,max_depth_at_final,max_depth_at_final_std,max_depth_at_final_max,CF_area_of_influence_ref_at_final,CF_area_of_influence_ref_at_final_std,CF_area_of_influence_ref_at_final_max,CF_area_of_influence_current_at_final,CF_area_of_influence_current_at_final_std,CF_area_of_influence_current_at_final_max,t_at_maxBendEnergy,t_at_maxBendEnergy_std,t_at_maxBendEnergy_max,nb_folds_at_maxBendEnergy,nb_folds_at_maxBendEnergy_std,nb_folds_at_maxBendEnergy_max,avg_depth_at_maxBendEnergy,avg_depth_at_maxBendEnergy_std,avg_depth_at_maxBendEnergy_max,max_depth_at_maxBendEnergy,max_depth_at_maxBendEnergy_std,max_depth_at_maxBendEnergy_max,CF_area_of_influence_ref_at_maxBendEnergy,CF_area_of_influence_ref_at_maxBendEnergy_std,CF_area_of_influence_ref_at_maxBendEnergy_max,CF_area_of_influence_current_at_maxBendEnergy,CF_area_of_influence_current_at_maxBendEnergy_std,CF_area_of_influence_current_at_maxBendEnergy_max
5.9999999999999995e-05,0.0,812.35,479.43917620925646,1592,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,999.9999981916393,0.0,999.999998191639,1.15,0.36634754853252327,2,0.10508618856667717,0.005950748981957463,0.12309466435937688,0.3886677223217687,0.015791593399737493,0.3975397795612868,0,0.0,0,0,0.0,0,47.75000000427673,16.89557712782968,100.00000002054183,1.2,0.41039134083406165,2,0.021517638096213036,0.00556294991925632,0.03787253907889254,0.19582981530388555,0.027767581370195766,0.2301838491512178,0,0.0,0,0,0.0,0
5.9999999999999995e-05,0.05,843.1578947368421,466.3932845854802,1590,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,999.9999981916393,0.0,999.999998191639,1.263157894736842,0.452413928358864,2,0.1107555976690172,0.009931931636510618,0.13384794760882288,0.3908702350102972,0.009244041244406264,0.39875483780053683,0,0.0,0,0,0.0,0,29.210526316872233,16.267141209604578,65.00000000943237,1.263157894736842,0.452413928358864,2,0.019337480286684795,0.008774567947384591,0.03780885017016775,0.17488655654980723,0.02790952041195896,0.2234136685168388,0,0.0,0,0,0.0,0
5.9999999999999995e-05,0.1,821.3157894736842,484.9447909735681,1589,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,999.9999981916393,0.0,999.999998191639,1.368421052631579,0.4955946277833521,2,0.11681685123620329,0.014454010123047447,0.14755238191777748,0.39273245835177517,0.0040299345226174395,0.39870968013653435,0,0.0,0,0,0.0,0,36.052631580612534,14.39318389957888,60.000000007845294,1.7894736842105263,0.7132825035177586,3,0.026862696453093794,0.01162537533900088,0.04579342688709869,0.19839564424595724,0.0411802551276754,0.2721833281568984,0,0.0,0,0,0.0,0
5.9999999999999995e-05,0.15,852.6315789473684,450.52034243457695,1588,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,999.9999981916393,0.0,999.999998191639,1.263157894736842,0.452413928358864,2,0.11557706075801534,0.016070386543168117,0.16181057562400408,0.390439937354324,0.005067293901833929,0.3985109311134513,0,0.0,0,0,0.0,0,22.89473684185645,8.385799749562068,45.0000000030841,1.736842105263158,0.7334928056269079,3,0.0226374244346269,0.009010676471115626,0.03887423855372421,0.18770944017031718,0.03686543671208311,0.2572103311797059,0,0.0,0,0,0.0,0
5.9999999999999995e-05,0.2,814.55,471.1559664663519,1587,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,999.9999981916393,0.0,999.999998191639,1.55,0.5104177855340404,2,0.12974637788614604,0.018849221825554808,0.16243144955123714,0.39006063102101496,0.007138171577677455,0.3990725765707248,0,0.0,0,0,0.0,0,27.000000000283876,13.11888955667689,60.000000007845294,2.35,0.8127277008872489,4,0.03017902279598616,0.012873349375683045,0.05785409980042651,0.1935587984120259,0.040954195516250694,0.27942184917886004,0,0.0,0,0,0.0,0
5.9999999999999995e-05,0.25,853.9444444444445,480.7416417825596,1586,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,999.9999981916392,0.0,999.999998191639,1.2777777777777777,0.4608885989624768,2,0.12729378853712248,0.016938693314889126,0.17483768594769541,0.39358352146467124,0.0039008418886604507,0.3991331683138158,0,0.0,0,0,0.0,0,23.888888889476075,14.808141200353772,55.00000000625823,1.8333333333333333,0.7071067811865476,3,0.026256750019513744,0.013836066367202646,0.05569279831243093,0.1880089941566777,0.048169506866012395,0.27366409264669067,0,0.0,0,0,0.0,0
5.9999999999999995e-05,0.3,896.3529411764706,463.2292819404434,1585,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,999.9999981916391,0.0,999.999998191639,1.2941176470588236,0.46966821831386213,2,0.1291743867597878,0.01626296895822301,0.1595192749439499,0.38808634343288506,0.011029585897682145,0.39859761598027826,0,0.0,0,0,0.0,0,24.411764707091788,19.91249238752528,75.00000001260649,2.0,0.6123724356957946,3,0.02868304615931358,0.01715940155291978,0.06390230048854474,0.19302514109209518,0.04249027196107257,0.2831433155219223,0,0.0,0,0,0.0,0
5.9999999999999995e-05,0.35,848.7368421052631,469.41048633191247,1591,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,999.9999981916393,0.0,999.999998191639,1.263157894736842,0.4524139283588641,2,0.1360873369114629,0.023625032951569095,0.17289373114887377,0.38356076782755794,0.017439679160258084,0.39990502501862757,0,0.0,0,0,0.0,0,24.473684210759984,13.833808912886198,55.00000000625823,1.9473684210526316,0.5242650104380329,3,0.030300005942444426,0.015597435284059727,0.061385526196522405,0.1959163363372122,0.048404699198466225,0.2876419201543054,0,0.0,0,0,0.0,0
5.9999999999999995e-05,0.4,873.5,468.76223121297295,1600,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,999.9999981916392,0.0,999.999998191639,1.5,0.8574929257125442,4,0.11721523150825115,0.02681265236654484,0.1686192123401668,0.3460371693393057,0.0655853339572067,0.39845295552675597,0,0.0,0,0,0.0,0,26.944444446060718,23.710191961502662,100.00000002054183,2.1666666666666665,0.6183469424008423,3,0.028925022433132688,0.016595206370241172,0.06889470349590215,0.18271049397197198,0.030674377771370363,0.24555201290376116,0,0.0,0,0,0.0,0
7e-05,0.0,835.5263157894736,477.955875278723,1609,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.10417795134768772,0.004429502841104322,0.10987349095904256,0.3911706818503744,0.004434347718402155,0.3989893990557468,0,0.0,0,0,0.0,0,55.78947369101852,30.833926035076118,155.0000000379996,1.2105263157894737,0.4188539082916955,2,0.020348800043941094,0.004844927005189792,0.031233793634716258,0.19345893970589922,0.02382711223378525,0.2358058758832161,0,0.0,0,0,0.0,0
7e-05,0.05,848.421052631579,472.7221777216947,1608,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,999.9999981916393,0.0,999.999998191639,1.0526315789473684,0.22941573387056177,2,0.10749237371854753,0.007747198198737317,0.13403480873840984,0.3898919795650773,0.009483109942290503,0.39744892066661675,0,0.0,0,0,0.0,0,48.94736842568885,18.148993501147103,90.00000001736771,1.263157894736842,0.45241392835886407,2,0.023508712396603192,0.007267923975505894,0.04388363691516249,0.20487503745519972,0.03389104656945916,0.2650093559426661,0,0.0,0,0,0.0,0
7e-05,0.1,811.05,474.134721582934,1607,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,999.9999981916393,0.0,999.999998191639,1.3,0.4701623459816272,2,0.1155564726217539,0.011017874288254615,0.14584182168195456,0.3925165483235903,0.003922163557911602,0.3988800037926044,0,0.0,0,0,0.0,0,36.500000001309786,13.58210897855233,70.00000001101944,1.35,0.5871429486123998,3,0.022991491575362136,0.006946166321343521,0.042342083546608,0.20049682686195075,0.018769564763313023,0.2347326824351156,0,0.0,0,0,0.0,0
7e-05,0.15,838.8888888888889,493.01018828380614,1606,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,999.9999981916392,0.0,999.999998191639,1.1666666666666667,0.3834824944236852,2,0.11801318322031396,0.011269905112906226,0.14803923034072494,0.39159108742084014,0.006259712763459889,0.3993471244859655,0,0.0,0,0,0.0,0,28.888888888714405,8.498365856876669,45.0000000030841,1.2777777777777777,0.46088859896247675,2,0.021307014380922404,0.006525692792531617,0.034903254559919744,0.1971269582561997,0.027356215487555655,0.250882641984956,0,0.0,0,0,0.0,0
7e-05,0.2,818.5263157894736,488.5957620707022,1605,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,999.9999981916393,0.0,999.999998191639,1.2105263157894737,0.41885390829169555,2,0.12230805257726804,0.01695894457156222,0.1686137985087455,0.3927865703919933,0.0046123027175437314,0.3996669219627143,0,0.0,0,0,0.0,0,32.894736843291625,15.751171870895124,75.00000001260649,1.4736842105263157,0.611775290321498,3,0.02478690281501946,0.014862393894282566,0.06727926546729837,0.1997679129489437,0.04177911550201689,0.2952858648349978,0,0.0,0,0,0.0,0
